system:index,Change Vec,Link,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,point_id,survey_d_1,survey_d_2,survey_d_3,survey_dat,.geo
1_LT05_191025_20100617_00000000000000000017,E20 E20 E20 B13,https://1drv.ms/i/s!AuR4bnS0n2fes6oD0gSHeVvXvGkuZQ?e=rB7cNL,0.03513613095238096,0.07357589285714287,0.04845595238095239,0.47655630952380956,0.19258934523809523,0.08463416666666669,46782996,1246518000000,1339311600000,1438844400000,1147676400000,"{""type"":""Polygon"",""coordinates"":[[[14.979819356026065,49.96756432472594],[14.979741202403837,49.96755716160239],[14.979669269875169,49.96753624242248],[14.979609284314213,49.96750323236933],[14.97956602058214,49.96746075906477],[14.979542922444892,49.96741220340385],[14.979541828457904,49.96736143042943],[14.979562825634616,49.96731248167086],[14.979604242541454,49.967269253438126],[14.97966278236209,49.96723518667903],[14.979733785333586,49.96721299308588],[14.979811599661389,49.96720443925149],[14.979890031389075,49.96721020605382],[14.979962837417313,49.96722983446035],[14.980024222433876,49.9672617620655],[14.98006930020567,49.96730344745324],[14.980094482518423,49.96735157248722],[14.980097764805935,49.967402306427935],[14.980078885730428,49.967451610855505],[14.980039348006134,49.96749556112736],[14.97998229880207,49.96753065878292],[14.979912279237894,49.96755411002697],[14.979834862909865,49.9675640481226],[14.979819356026065,49.96756432472594]]]}"
1_LT05_191025_20100617_0000000000000000000e,E20 B21 B37,https://1drv.ms/i/s!AuR4bnS0n2fes6l1spszUnqJQqW5RQ?e=qlNadN,0.03656521428571428,0.06602766666666667,0.043699761904761915,0.4671421428571429,0.09126808333333335,0.04139473809523809,47883020,,1336633200000,1437462000000,1147762800000,"{""type"":""Polygon"",""coordinates"":[[[16.537142562537827,50.10504286930473],[16.537064184822192,50.10503570618105],[16.536992046038463,50.1050147870008],[16.53693188847904,50.104981776947206],[16.536888500696254,50.104939303642205],[16.536865336330273,50.10489074798104],[16.53686423920789,50.10483997500659],[16.53688529659162,50.104791026248265],[16.53692683225493,50.10474779801594],[16.536985539928256,50.104713731257306],[16.537056746487643,50.104691537664515],[16.53713478393325,50.10468298383027],[16.53721344054899,50.104688750632505],[16.537286455334943,50.104708379038705],[16.537348016362152,50.10474030664341],[16.537393223387173,50.10478199203072],[16.537418477907007,50.104830117064424],[16.53742176960734,50.10488085100509],[16.537402836400602,50.10493015543287],[16.537363185309424,50.10497410570513],[16.537305972526546,50.10500920336115],[16.537235752192533,50.10503265460558],[16.53715811388522,50.10504259270137],[16.537142562537827,50.10504286930473]]]}"
1_LT05_191025_20100617_00000000000000000004,E20 B16 B31 B16,https://1drv.ms/i/s!AuR4bnS0n2fes6oAFq6NNt28jh359g?e=4YGmoW,0.026558749999999996,0.0595503183962264,0.04103179245283017,0.3226749882075472,0.15232584905660376,0.0711511674528302,46843010,1246690800000,1339484400000,1435561200000,1147849200000,"{""type"":""Polygon"",""coordinates"":[[[15.076599685290056,50.08940926101135],[15.07652133314508,50.08940209788768],[15.076449217896517,50.08938117870746],[15.076389079963347,50.08934816865392],[15.076345706335628,50.089305695348976],[15.076322549526822,50.08925713968784],[15.076321452762208,50.0892063667134],[15.076342503275884,50.089157417955036],[15.07638402538824,50.089114189722665],[15.076442713908381,50.089080122963985],[15.076513897236934,50.089057929371144],[15.076591909223211,50.08904937553688],[15.076670540177625,50.089055142339134],[15.076743531142835,50.08907477074537],[15.076805072085978,50.08910669835012],[15.076850264362285,50.08914838373749],[15.076875510642774,50.08919650877122],[15.07687880126904,50.08924724271189],[15.076859874239062,50.089296547139654],[15.076820236083853,50.08934049741186],[15.076763041966483,50.08937559506783],[15.076692844541732,50.08939904631222],[15.076615231563837,50.08940898440799],[15.076599685290056,50.08940926101135]]]}"
1_LT05_191025_20100617_00000000000000000008,E20 B31 B11 B11,https://1drv.ms/i/s!AuR4bnS0n2fes6oHNWmX_e5rP4IC4Q?e=03Nk1q,0.041016023809523794,0.06981585714285714,0.061808904761904745,0.3606833571428571,0.16098542857142858,0.07656619047619047,46423032,1242889200000,1336028400000,1431414000000,1147935600000,"{""type"":""Polygon"",""coordinates"":[[[14.509344062978052,50.31138777055294],[14.509265345638926,50.31138060742907],[14.509192894266501,50.311359688248295],[14.509132476035775,50.31132667819401],[14.509088900248639,50.31128420488839],[14.509065635510082,50.31123564922682],[14.50906453363589,50.31118487625236],[14.509085682266019,50.311135927494384],[14.509127397910042,50.31109269926269],[14.509186359971563,50.311058632504746],[14.509257875077404,50.31103643891249],[14.509336250667927,50.31102788507849],[14.509415248111466,50.31103365188056],[14.50948857927899,50.31105328028627],[14.509550407058128,50.31108520789029],[14.509595809972156,50.311126893276956],[14.50962117392502,50.31117501831023],[14.50962447989091,50.31122575225085],[14.509605464645917,50.31127505667896],[14.509565641742196,50.311319006951805],[14.50950818104838,50.31135410460852],[14.509437656438763,50.31137755585352],[14.509359681712,50.31138749394958],[14.509344062978052,50.31138777055294]]]}"
1_LT05_191025_20100617_0000000000000000000b,E20 E20 B16 B54,https://1drv.ms/i/s!AuR4bnS0n2fes6oGw1iYylyzSRqlyg?e=nTfaZ1,0.02797902122641509,0.06345985849056603,0.04322076650943396,0.3951937853773586,0.19225455188679247,0.07933345518867925,46363056,1244012400000,1339743600000,1435820400000,1147935600000,"{""type"":""Polygon"",""coordinates"":[[[14.445476358589545,50.52999074059708],[14.445397277101822,50.529983577473],[14.445324490567861,50.529962658291666],[14.445263792842082,50.529929648236646],[14.445220015474314,50.52988717493033],[14.445196643115027,50.52983861926837],[14.445195536145903,50.529787846293885],[14.445216782611581,50.529738897536284],[14.445258691233194,50.52969566930525],[14.44531792605294,50.52966160254804],[14.445389771986163,50.52963940895638],[14.445468510139914,50.52963085512261],[14.445547873023298,50.52963662192452],[14.445621543419113,50.5296562503297],[14.445683657213024,50.529688177933],[14.445729270161712,50.529729863318956],[14.445754751450062,50.52977798835179],[14.445758072711675,50.52982872229234],[14.445738969504237,50.529878026720795],[14.44569896238096,50.529921976994295],[14.445641235873909,50.52995707465175],[14.44557038501616,50.52998052589736],[14.44549204957621,50.529990463993705],[14.445476358589545,50.52999074059708]]]}"
1_LT05_191025_20100617_00000000000000000003,E20 B14 B11 B15,https://1drv.ms/i/s!AuR4bnS0n2fes6oCC-c3dlKPlu7HbQ?e=Ubq8vm,0.03154260613207547,0.07089030660377357,0.05902301886792451,0.41786260613207554,0.18907142688679246,0.10052505896226414,47303062,1244185200000,1339484400000,1437548400000,1148367600000,"{""type"":""Polygon"",""coordinates"":[[[15.774248340606933,50.524871692587716],[15.774169267698218,50.52486452946364],[15.774096489060353,50.52484361028232],[15.774035797919218,50.52481060022732],[15.773992025300503,50.524768126921025],[15.773968655476661,50.52471957125906],[15.77396754862757,50.52466879828458],[15.773988792788334,50.52461984952697],[15.774030696863571,50.524576621295914],[15.774089925257385,50.5245425545387],[15.774161763396618,50.524520360947015],[15.774240493008712,50.52451180711325],[15.774319847282671,50.52451757391516],[15.77439350968658,50.52453720232035],[15.774455616742252,50.52456912992366],[15.774501224742714,50.52461081530965],[15.774526703266753,50.52465894034249],[15.774530024168012,50.524709674283045],[15.77451092303289,50.52475897871148],[15.774470920249652,50.524802928984975],[15.77441320000491,50.5248380266424],[15.774342356833273,50.524861477887995],[15.77426402989139,50.524871415984336],[15.774248340606933,50.524871692587716]]]}"
1_LT05_191025_20100617_00000000000000000018,E20 E20 E20 B14,https://1drv.ms/i/s!AuR4bnS0n2fes6l-CMabXiyK5SOLZA?e=UYJd1D,0.04320543838862559,0.08905249999999998,0.08447055687203792,0.3443365639810427,0.25232482227488157,0.1400282464454976,46943076,1247382000000,1342076400000,1438671600000,1148540400000,"{""type"":""Polygon"",""coordinates"":[[[15.281794138466477,50.67472870169088],[15.281714813377217,50.674721538566665],[15.281641802632954,50.67470061938495],[15.281580917935639,50.67466760932944],[15.281537005718116,50.67462513602269],[15.281513561364674,50.67457658036044],[15.28151245098724,50.67452580738595],[15.281533762901178,50.674476858628594],[15.281575800617446,50.674433630398],[15.28163521790204,50.67439956364129],[15.28170728514617,50.67437737005001],[15.281786265840893,50.674368816216415],[15.28186587318959,50.674374583018206],[15.281939770516198,50.67439421142304],[15.282002075643087,50.67442613902584],[15.28204782909696,50.67446782441135],[15.282073388878288,50.67451594944389],[15.282076720372164,50.67456668338439],[15.282057558321211,50.67461598781307],[15.282017427962073,50.674659938087004],[15.281959523636102,50.674695035744946],[15.281888454530783,50.674718486990955],[15.28180987778745,50.674728425087494],[15.281794138466477,50.67472870169088]]]}"
1_LT05_191025_20100703_00000000000000000024,E20 B35 B11 B11,https://1drv.ms/i/s!AuR4bnS0n2fes6oLSioPM1r_eV6CHA?e=ds1ewg,0.0453121933962264,0.09077410377358489,0.06536254716981132,0.4489162028301887,0.11331113207547171,0.0479610141509434,46182984,1243494000000,1340089200000,1436943600000,1145948400000,"{""type"":""Polygon"",""coordinates"":[[[14.135332503019221,49.89338717870187],[14.135254469589928,49.893380015578394],[14.13518264768656,49.89335909639866],[14.135122754377322,49.893326086345766],[14.135079557180097,49.893283613041426],[14.135056494564767,49.89323505738065],[14.135055402259447,49.89318428440623],[14.135076367144013,49.89313533564753],[14.13511772035558,49.893092107414574],[14.135176170148098,49.89305804065524],[14.13524706392483,49.89303584706189],[14.135324758582954,49.89302729322741],[14.13540306969149,49.8930330600298],[14.135475763752114,49.89305268843651],[14.135537054365022,49.8930846160419],[14.135582062811592,49.89312630142988],[14.135607206395939,49.893174426464],[14.135610483634872,49.89322516040473],[14.13559163359275,49.89327446483218],[14.135552156673016,49.893318415103835],[14.135495195204763,49.89335351275914],[14.135425283323887,49.893376964003004],[14.135347986054882,49.89338690209853],[14.135332503019221,49.89338717870187]]]}"
1_LT05_191025_20100703_00000000000000000022,E20 B32 B11,https://1drv.ms/i/s!AuR4bnS0n2fes6l_2Do7O2vMCz8KRg?e=fFSScm,0.0844588214285714,0.12785892857142853,0.13435351190476189,0.2740046666666667,0.23849719047619045,0.18258785714285714,46963006,,1340262000000,1435734000000,1147158000000,"{""type"":""Polygon"",""coordinates"":[[[15.239967770585151,50.04597761675079],[15.239889489359818,50.045970453627156],[15.239817439385545,50.04594953444706],[15.239757355885354,50.045916524393654],[15.239714021516413,50.04587405108885],[15.23969088566725,50.045825495427785],[15.239689789894904,50.04577472245335],[15.239710821354654,50.04572577369492],[15.239752305883714,50.04568254546242],[15.239810941282906,50.04564847870359],[15.239882060181268,50.04562628511063],[15.239960001556645,50.04561773127633],[15.240038561339922,50.04562349807861],[15.240111486238826,50.045643126484954],[15.240172971479241,50.04567505408984],[15.240218122850312,50.04571673947735],[15.24024334627917,50.04576486451116],[15.240246633926521,50.04581559845184],[15.240227724027648,50.04586490287954],[15.240188121750068,50.045908853151616],[15.240130979401073,50.04594395080745],[15.240060845514682,50.04596740205171],[15.23998330278738,50.04597734014744],[15.239967770585151,50.04597761675079]]]}"
1_LT05_191025_20100703_00000000000000000001,E20 B32 B13 B13,https://1drv.ms/i/s!AuR4bnS0n2fes6oWPhyv2QfofujOMg?e=mnTVsP,0.026269999999999988,0.04824483490566038,0.03612304245283019,0.33385192216981135,0.1184524646226415,0.04807516509433962,47462988,1242025200000,1340348400000,1430463600000,1147244400000,"{""type"":""Polygon"",""coordinates"":[[[15.915713321527509,49.85061102229617],[15.915635357183298,49.85060385917272],[15.915563598865688,49.85058293999311],[15.91550375858134,49.85054992994035],[15.915460599627336,49.85050745663613],[15.915437557429472,49.85045890097544],[15.915436466090753,49.850408128001014],[15.91545741241428,49.850359179242254],[15.91549872901477,49.850315951009165],[15.91555712706048,49.85028188424969],[15.915627958073713,49.85025969065623],[15.915705583947512,49.85025113682172],[15.915783825725983,49.850256903624135],[15.915856455429308,49.850276532030946],[15.915917691780423,49.850308459636466],[15.9159626603799,49.85035014502458],[15.915987781703747,49.8503982700588],[15.915991056040829,49.850449003999536],[15.91597222268666,49.85049830842692],[15.915932780716465,49.85054225869844],[15.915875869677443,49.85057735635362],[15.915806019691297,49.85060080759735],[15.91572879085562,49.850610745692826],[15.915713321527509,49.85061102229617]]]}"
1_LT05_191025_20100703_00000000000000000017,E20 E20 E20 B13,https://1drv.ms/i/s!AuR4bnS0n2fes6oD0gSHeVvXvGkuZQ?e=rB7cNL,0.03686404761904763,0.07373565476190477,0.0636817857142857,0.41192410714285727,0.198087380952381,0.09212071428571428,46782996,1246518000000,1339311600000,1438844400000,1147676400000,"{""type"":""Polygon"",""coordinates"":[[[14.979819356026065,49.96756432472594],[14.979741202403837,49.96755716160239],[14.979669269875169,49.96753624242248],[14.979609284314213,49.96750323236933],[14.97956602058214,49.96746075906477],[14.979542922444892,49.96741220340385],[14.979541828457904,49.96736143042943],[14.979562825634616,49.96731248167086],[14.979604242541454,49.967269253438126],[14.97966278236209,49.96723518667903],[14.979733785333586,49.96721299308588],[14.979811599661389,49.96720443925149],[14.979890031389075,49.96721020605382],[14.979962837417313,49.96722983446035],[14.980024222433876,49.9672617620655],[14.98006930020567,49.96730344745324],[14.980094482518423,49.96735157248722],[14.980097764805935,49.967402306427935],[14.980078885730428,49.967451610855505],[14.980039348006134,49.96749556112736],[14.97998229880207,49.96753065878292],[14.979912279237894,49.96755411002697],[14.979834862909865,49.9675640481226],[14.979819356026065,49.96756432472594]]]}"
1_LT05_191025_20100703_0000000000000000000e,E20 B21 B37,https://1drv.ms/i/s!AuR4bnS0n2fes6l1spszUnqJQqW5RQ?e=qlNadN,0.0397062380952381,0.07368654761904762,0.049267333333333344,0.4434882142857144,0.09678209523809524,0.04053490476190477,47883020,,1336633200000,1437462000000,1147762800000,"{""type"":""Polygon"",""coordinates"":[[[16.537142562537827,50.10504286930473],[16.537064184822192,50.10503570618105],[16.536992046038463,50.1050147870008],[16.53693188847904,50.104981776947206],[16.536888500696254,50.104939303642205],[16.536865336330273,50.10489074798104],[16.53686423920789,50.10483997500659],[16.53688529659162,50.104791026248265],[16.53692683225493,50.10474779801594],[16.536985539928256,50.104713731257306],[16.537056746487643,50.104691537664515],[16.53713478393325,50.10468298383027],[16.53721344054899,50.104688750632505],[16.537286455334943,50.104708379038705],[16.537348016362152,50.10474030664341],[16.537393223387173,50.10478199203072],[16.537418477907007,50.104830117064424],[16.53742176960734,50.10488085100509],[16.537402836400602,50.10493015543287],[16.537363185309424,50.10497410570513],[16.537305972526546,50.10500920336115],[16.537235752192533,50.10503265460558],[16.53715811388522,50.10504259270137],[16.537142562537827,50.10504286930473]]]}"
1_LT05_191025_20100703_00000000000000000004,E20 B16 B31 B16,https://1drv.ms/i/s!AuR4bnS0n2fes6oAFq6NNt28jh359g?e=4YGmoW,0.07475755896226413,0.11395997641509435,0.13818916273584905,0.24455708726415096,0.28220977594339625,0.237086945754717,46843010,1246690800000,1339484400000,1435561200000,1147849200000,"{""type"":""Polygon"",""coordinates"":[[[15.076599685290056,50.08940926101135],[15.07652133314508,50.08940209788768],[15.076449217896517,50.08938117870746],[15.076389079963347,50.08934816865392],[15.076345706335628,50.089305695348976],[15.076322549526822,50.08925713968784],[15.076321452762208,50.0892063667134],[15.076342503275884,50.089157417955036],[15.07638402538824,50.089114189722665],[15.076442713908381,50.089080122963985],[15.076513897236934,50.089057929371144],[15.076591909223211,50.08904937553688],[15.076670540177625,50.089055142339134],[15.076743531142835,50.08907477074537],[15.076805072085978,50.08910669835012],[15.076850264362285,50.08914838373749],[15.076875510642774,50.08919650877122],[15.07687880126904,50.08924724271189],[15.076859874239062,50.089296547139654],[15.076820236083853,50.08934049741186],[15.076763041966483,50.08937559506783],[15.076692844541732,50.08939904631222],[15.076615231563837,50.08940898440799],[15.076599685290056,50.08940926101135]]]}"
1_LT05_191025_20100703_00000000000000000008,E20 B31 B11 B11,https://1drv.ms/i/s!AuR4bnS0n2fes6oHNWmX_e5rP4IC4Q?e=03Nk1q,0.06145716666666665,0.10649064285714284,0.12142864285714285,0.2865826428571428,0.20131509523809524,0.1204231904761905,46423032,1242889200000,1336028400000,1431414000000,1147935600000,"{""type"":""Polygon"",""coordinates"":[[[14.509344062978052,50.31138777055294],[14.509265345638926,50.31138060742907],[14.509192894266501,50.311359688248295],[14.509132476035775,50.31132667819401],[14.509088900248639,50.31128420488839],[14.509065635510082,50.31123564922682],[14.50906453363589,50.31118487625236],[14.509085682266019,50.311135927494384],[14.509127397910042,50.31109269926269],[14.509186359971563,50.311058632504746],[14.509257875077404,50.31103643891249],[14.509336250667927,50.31102788507849],[14.509415248111466,50.31103365188056],[14.50948857927899,50.31105328028627],[14.509550407058128,50.31108520789029],[14.509595809972156,50.311126893276956],[14.50962117392502,50.31117501831023],[14.50962447989091,50.31122575225085],[14.509605464645917,50.31127505667896],[14.509565641742196,50.311319006951805],[14.50950818104838,50.31135410460852],[14.509437656438763,50.31137755585352],[14.509359681712,50.31138749394958],[14.509344062978052,50.31138777055294]]]}"
1_LT05_191025_20100703_0000000000000000000b,E20 E20 B16 B54,https://1drv.ms/i/s!AuR4bnS0n2fes6oGw1iYylyzSRqlyg?e=nTfaZ1,0.03219158018867925,0.06348320754716981,0.05686647405660377,0.3314171344339623,0.22874069575471703,0.10749669811320757,46363056,1244012400000,1339743600000,1435820400000,1147935600000,"{""type"":""Polygon"",""coordinates"":[[[14.445476358589545,50.52999074059708],[14.445397277101822,50.529983577473],[14.445324490567861,50.529962658291666],[14.445263792842082,50.529929648236646],[14.445220015474314,50.52988717493033],[14.445196643115027,50.52983861926837],[14.445195536145903,50.529787846293885],[14.445216782611581,50.529738897536284],[14.445258691233194,50.52969566930525],[14.44531792605294,50.52966160254804],[14.445389771986163,50.52963940895638],[14.445468510139914,50.52963085512261],[14.445547873023298,50.52963662192452],[14.445621543419113,50.5296562503297],[14.445683657213024,50.529688177933],[14.445729270161712,50.529729863318956],[14.445754751450062,50.52977798835179],[14.445758072711675,50.52982872229234],[14.445738969504237,50.529878026720795],[14.44569896238096,50.529921976994295],[14.445641235873909,50.52995707465175],[14.44557038501616,50.52998052589736],[14.44549204957621,50.529990463993705],[14.445476358589545,50.52999074059708]]]}"
1_LT05_191025_20100703_00000000000000000003,E20 B14 B11 B15,https://1drv.ms/i/s!AuR4bnS0n2fes6oCC-c3dlKPlu7HbQ?e=Ubq8vm,0.03028188679245282,0.06258673349056604,0.049097075471698115,0.4090327712264152,0.15431207547169812,0.07647955188679242,47303062,1244185200000,1339484400000,1437548400000,1148367600000,"{""type"":""Polygon"",""coordinates"":[[[15.774248340606933,50.524871692587716],[15.774169267698218,50.52486452946364],[15.774096489060353,50.52484361028232],[15.774035797919218,50.52481060022732],[15.773992025300503,50.524768126921025],[15.773968655476661,50.52471957125906],[15.77396754862757,50.52466879828458],[15.773988792788334,50.52461984952697],[15.774030696863571,50.524576621295914],[15.774089925257385,50.5245425545387],[15.774161763396618,50.524520360947015],[15.774240493008712,50.52451180711325],[15.774319847282671,50.52451757391516],[15.77439350968658,50.52453720232035],[15.774455616742252,50.52456912992366],[15.774501224742714,50.52461081530965],[15.774526703266753,50.52465894034249],[15.774530024168012,50.524709674283045],[15.77451092303289,50.52475897871148],[15.774470920249652,50.524802928984975],[15.77441320000491,50.5248380266424],[15.774342356833273,50.524861477887995],[15.77426402989139,50.524871415984336],[15.774248340606933,50.524871692587716]]]}"
1_LT05_191025_20100703_00000000000000000018,E20 E20 E20 B14,https://1drv.ms/i/s!AuR4bnS0n2fes6l-CMabXiyK5SOLZA?e=UYJd1D,0.03393989336492891,0.0696094786729858,0.052158187203791465,0.3712980331753554,0.2092118601895734,0.09576927725118485,46943076,1247382000000,1342076400000,1438671600000,1148540400000,"{""type"":""Polygon"",""coordinates"":[[[15.281794138466477,50.67472870169088],[15.281714813377217,50.674721538566665],[15.281641802632954,50.67470061938495],[15.281580917935639,50.67466760932944],[15.281537005718116,50.67462513602269],[15.281513561364674,50.67457658036044],[15.28151245098724,50.67452580738595],[15.281533762901178,50.674476858628594],[15.281575800617446,50.674433630398],[15.28163521790204,50.67439956364129],[15.28170728514617,50.67437737005001],[15.281786265840893,50.674368816216415],[15.28186587318959,50.674374583018206],[15.281939770516198,50.67439421142304],[15.282002075643087,50.67442613902584],[15.28204782909696,50.67446782441135],[15.282073388878288,50.67451594944389],[15.282076720372164,50.67456668338439],[15.282057558321211,50.67461598781307],[15.282017427962073,50.674659938087004],[15.281959523636102,50.674695035744946],[15.281888454530783,50.674718486990955],[15.28180987778745,50.674728425087494],[15.281794138466477,50.67472870169088]]]}"
1_LT05_191025_20100820_00000000000000000019,E20 B16 F40 B11,https://1drv.ms/i/s!AuR4bnS0n2fes6l7b0Pxozly2kUNfg?e=ZBtHOI,0.025834210526315793,0.0482178947368421,0.0446692105263158,0.22929105263157895,0.15892605263157894,0.07456526315789473,47642974,1241506800000,1341298800000,1436943600000,1145862000000,"{""type"":""Polygon"",""coordinates"":[[[16.149526285264933,49.71183042020976],[16.149448543919064,49.71182325708646],[16.14937699084862,49.71180233790718],[16.149317321722254,49.71176932785487],[16.149274286212783,49.711726854551074],[16.149251309920025,49.71167829889064],[16.149250221701383,49.711627525916235],[16.149271108112117,49.711578577157226],[16.149312306536448,49.711535348923746],[16.149370537549697,49.7115012821638],[16.14944116596989,49.71147908856998],[16.149518569816156,49.711470534735305],[16.149596587805505,49.711476301537836],[16.149669009771216,49.711495929944974],[16.149730070971778,49.71152785755094],[16.149774910949635,49.71156954293948],[16.149799960419262,49.71161766797398],[16.14980322538953,49.71166840191476],[16.14978444590208,49.71171770634193],[16.149745116744796,49.71176165661305],[16.149688368485243,49.711796754267766],[16.149618718287847,49.71182020551113],[16.149541710346725,49.71183014360642],[16.149526285264933,49.71183042020976]]]}"
1_LT05_191025_20100820_00000000000000000024,E20 B35 B11 B11,https://1drv.ms/i/s!AuR4bnS0n2fes6oLSioPM1r_eV6CHA?e=ds1ewg,0.06902757075471698,0.1146796462264151,0.13472610849056602,0.2447341509433962,0.2713562264150943,0.20596304245283023,46182984,1243494000000,1340089200000,1436943600000,1145948400000,"{""type"":""Polygon"",""coordinates"":[[[14.135332503019221,49.89338717870187],[14.135254469589928,49.893380015578394],[14.13518264768656,49.89335909639866],[14.135122754377322,49.893326086345766],[14.135079557180097,49.893283613041426],[14.135056494564767,49.89323505738065],[14.135055402259447,49.89318428440623],[14.135076367144013,49.89313533564753],[14.13511772035558,49.893092107414574],[14.135176170148098,49.89305804065524],[14.13524706392483,49.89303584706189],[14.135324758582954,49.89302729322741],[14.13540306969149,49.8930330600298],[14.135475763752114,49.89305268843651],[14.135537054365022,49.8930846160419],[14.135582062811592,49.89312630142988],[14.135607206395939,49.893174426464],[14.135610483634872,49.89322516040473],[14.13559163359275,49.89327446483218],[14.135552156673016,49.893318415103835],[14.135495195204763,49.89335351275914],[14.135425283323887,49.893376964003004],[14.135347986054882,49.89338690209853],[14.135332503019221,49.89338717870187]]]}"
1_LT05_191025_20100820_00000000000000000022,E20 B32 B11,https://1drv.ms/i/s!AuR4bnS0n2fes6l_2Do7O2vMCz8KRg?e=fFSScm,0.029457380952380943,0.057248619047619034,0.04179388095238095,0.34997145238095234,0.16645386904761902,0.06820160714285714,46963006,,1340262000000,1435734000000,1147158000000,"{""type"":""Polygon"",""coordinates"":[[[15.239967770585151,50.04597761675079],[15.239889489359818,50.045970453627156],[15.239817439385545,50.04594953444706],[15.239757355885354,50.045916524393654],[15.239714021516413,50.04587405108885],[15.23969088566725,50.045825495427785],[15.239689789894904,50.04577472245335],[15.239710821354654,50.04572577369492],[15.239752305883714,50.04568254546242],[15.239810941282906,50.04564847870359],[15.239882060181268,50.04562628511063],[15.239960001556645,50.04561773127633],[15.240038561339922,50.04562349807861],[15.240111486238826,50.045643126484954],[15.240172971479241,50.04567505408984],[15.240218122850312,50.04571673947735],[15.24024334627917,50.04576486451116],[15.240246633926521,50.04581559845184],[15.240227724027648,50.04586490287954],[15.240188121750068,50.045908853151616],[15.240130979401073,50.04594395080745],[15.240060845514682,50.04596740205171],[15.23998330278738,50.04597734014744],[15.239967770585151,50.04597761675079]]]}"
1_LT05_191025_20100820_00000000000000000001,E20 B32 B13 B13,https://1drv.ms/i/s!AuR4bnS0n2fes6oWPhyv2QfofujOMg?e=mnTVsP,0.056480695754716974,0.09314053066037735,0.11235732311320755,0.189377429245283,0.25105266509433966,0.1594588561320755,47462988,1242025200000,1340348400000,1430463600000,1147244400000,"{""type"":""Polygon"",""coordinates"":[[[15.915713321527509,49.85061102229617],[15.915635357183298,49.85060385917272],[15.915563598865688,49.85058293999311],[15.91550375858134,49.85054992994035],[15.915460599627336,49.85050745663613],[15.915437557429472,49.85045890097544],[15.915436466090753,49.850408128001014],[15.91545741241428,49.850359179242254],[15.91549872901477,49.850315951009165],[15.91555712706048,49.85028188424969],[15.915627958073713,49.85025969065623],[15.915705583947512,49.85025113682172],[15.915783825725983,49.850256903624135],[15.915856455429308,49.850276532030946],[15.915917691780423,49.850308459636466],[15.9159626603799,49.85035014502458],[15.915987781703747,49.8503982700588],[15.915991056040829,49.850449003999536],[15.91597222268666,49.85049830842692],[15.915932780716465,49.85054225869844],[15.915875869677443,49.85057735635362],[15.915806019691297,49.85060080759735],[15.91572879085562,49.850610745692826],[15.915713321527509,49.85061102229617]]]}"
1_LT05_191025_20100820_00000000000000000017,E20 E20 E20 B13,https://1drv.ms/i/s!AuR4bnS0n2fes6oD0gSHeVvXvGkuZQ?e=rB7cNL,0.04867529761904762,0.0821192261904762,0.07820440476190475,0.33739714285714284,0.2706814880952381,0.13612136904761907,46782996,1246518000000,1339311600000,1438844400000,1147676400000,"{""type"":""Polygon"",""coordinates"":[[[14.979819356026065,49.96756432472594],[14.979741202403837,49.96755716160239],[14.979669269875169,49.96753624242248],[14.979609284314213,49.96750323236933],[14.97956602058214,49.96746075906477],[14.979542922444892,49.96741220340385],[14.979541828457904,49.96736143042943],[14.979562825634616,49.96731248167086],[14.979604242541454,49.967269253438126],[14.97966278236209,49.96723518667903],[14.979733785333586,49.96721299308588],[14.979811599661389,49.96720443925149],[14.979890031389075,49.96721020605382],[14.979962837417313,49.96722983446035],[14.980024222433876,49.9672617620655],[14.98006930020567,49.96730344745324],[14.980094482518423,49.96735157248722],[14.980097764805935,49.967402306427935],[14.980078885730428,49.967451610855505],[14.980039348006134,49.96749556112736],[14.97998229880207,49.96753065878292],[14.979912279237894,49.96755411002697],[14.979834862909865,49.9675640481226],[14.979819356026065,49.96756432472594]]]}"
1_LT05_191025_20100820_0000000000000000000e,E20 B21 B37,https://1drv.ms/i/s!AuR4bnS0n2fes6l1spszUnqJQqW5RQ?e=qlNadN,0.06675955952380953,0.10290975000000001,0.12484505952380953,0.2140348928571429,0.2752813214285714,0.20308675,47883020,,1336633200000,1437462000000,1147762800000,"{""type"":""Polygon"",""coordinates"":[[[16.537142562537827,50.10504286930473],[16.537064184822192,50.10503570618105],[16.536992046038463,50.1050147870008],[16.53693188847904,50.104981776947206],[16.536888500696254,50.104939303642205],[16.536865336330273,50.10489074798104],[16.53686423920789,50.10483997500659],[16.53688529659162,50.104791026248265],[16.53692683225493,50.10474779801594],[16.536985539928256,50.104713731257306],[16.537056746487643,50.104691537664515],[16.53713478393325,50.10468298383027],[16.53721344054899,50.104688750632505],[16.537286455334943,50.104708379038705],[16.537348016362152,50.10474030664341],[16.537393223387173,50.10478199203072],[16.537418477907007,50.104830117064424],[16.53742176960734,50.10488085100509],[16.537402836400602,50.10493015543287],[16.537363185309424,50.10497410570513],[16.537305972526546,50.10500920336115],[16.537235752192533,50.10503265460558],[16.53715811388522,50.10504259270137],[16.537142562537827,50.10504286930473]]]}"
